organism_full,year,month,Resistant_Drug_Classes,pattern_count,total_rows_in_month,percentage
Pseudomonas aeruginosa ,2021,2,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",123,258,47.67
Pseudomonas aeruginosa ,2021,2,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",31,258,12.02
Pseudomonas aeruginosa ,2021,2,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",28,258,10.85
Pseudomonas aeruginosa ,2021,2,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",17,258,6.59
Pseudomonas aeruginosa ,2021,2,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",15,258,5.81
Pseudomonas aeruginosa ,2021,3,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",108,236,45.76
Pseudomonas aeruginosa ,2021,3,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",33,236,13.98
Pseudomonas aeruginosa ,2021,3,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",24,236,10.17
Pseudomonas aeruginosa ,2021,3,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",20,236,8.47
Pseudomonas aeruginosa ,2021,3,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",18,236,7.63
Pseudomonas aeruginosa ,2021,4,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",117,231,50.65
Pseudomonas aeruginosa ,2021,4,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",23,231,9.96
Pseudomonas aeruginosa ,2021,4,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",21,231,9.09
Pseudomonas aeruginosa ,2021,4,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",19,231,8.23
Pseudomonas aeruginosa ,2021,4,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",11,231,4.76
Pseudomonas aeruginosa ,2021,5,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",117,236,49.58
Pseudomonas aeruginosa ,2021,5,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",21,236,8.9
Pseudomonas aeruginosa ,2021,5,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",18,236,7.63
Pseudomonas aeruginosa ,2021,5,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",17,236,7.2
Pseudomonas aeruginosa ,2021,5,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",12,236,5.08
Pseudomonas aeruginosa ,2021,6,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",118,247,47.77
Pseudomonas aeruginosa ,2021,6,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",26,247,10.53
Pseudomonas aeruginosa ,2021,6,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",19,247,7.69
Pseudomonas aeruginosa ,2021,6,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",19,247,7.69
Pseudomonas aeruginosa ,2021,6,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",15,247,6.07
Pseudomonas aeruginosa ,2021,7,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",116,225,51.56
Pseudomonas aeruginosa ,2021,7,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",27,225,12.0
Pseudomonas aeruginosa ,2021,7,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",21,225,9.33
Pseudomonas aeruginosa ,2021,7,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",17,225,7.56
Pseudomonas aeruginosa ,2021,7,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",8,225,3.56
Pseudomonas aeruginosa ,2021,8,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",112,238,47.06
Pseudomonas aeruginosa ,2021,8,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",27,238,11.34
Pseudomonas aeruginosa ,2021,8,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",21,238,8.82
Pseudomonas aeruginosa ,2021,8,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",21,238,8.82
Pseudomonas aeruginosa ,2021,8,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",21,238,8.82
Pseudomonas aeruginosa ,2021,9,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",108,234,46.15
Pseudomonas aeruginosa ,2021,9,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",35,234,14.96
Pseudomonas aeruginosa ,2021,9,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",19,234,8.12
Pseudomonas aeruginosa ,2021,9,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",19,234,8.12
Pseudomonas aeruginosa ,2021,9,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",10,234,4.27
Pseudomonas aeruginosa ,2021,10,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",97,241,40.25
Pseudomonas aeruginosa ,2021,10,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",35,241,14.52
Pseudomonas aeruginosa ,2021,10,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",27,241,11.2
Pseudomonas aeruginosa ,2021,10,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",22,241,9.13
Pseudomonas aeruginosa ,2021,10,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",9,241,3.73
Pseudomonas aeruginosa ,2021,11,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",122,272,44.85
Pseudomonas aeruginosa ,2021,11,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",32,272,11.76
Pseudomonas aeruginosa ,2021,11,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",19,272,6.99
Pseudomonas aeruginosa ,2021,11,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",17,272,6.25
Pseudomonas aeruginosa ,2021,11,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",12,272,4.41
Pseudomonas aeruginosa ,2021,12,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",124,232,53.45
Pseudomonas aeruginosa ,2021,12,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",26,232,11.21
Pseudomonas aeruginosa ,2021,12,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",26,232,11.21
Pseudomonas aeruginosa ,2021,12,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",13,232,5.6
Pseudomonas aeruginosa ,2021,12,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",8,232,3.45
Pseudomonas aeruginosa ,2022,1,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",46,100,46.0
Pseudomonas aeruginosa ,2022,1,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",20,100,20.0
Pseudomonas aeruginosa ,2022,1,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",9,100,9.0
Pseudomonas aeruginosa ,2022,1,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",7,100,7.0
Pseudomonas aeruginosa ,2022,1,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",6,100,6.0
Pseudomonas aeruginosa ,2022,2,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",37,78,47.44
Pseudomonas aeruginosa ,2022,2,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",14,78,17.95
Pseudomonas aeruginosa ,2022,2,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",8,78,10.26
Pseudomonas aeruginosa ,2022,2,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",4,78,5.13
Pseudomonas aeruginosa ,2022,2,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",4,78,5.13
Pseudomonas aeruginosa ,2022,3,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",39,82,47.56
Pseudomonas aeruginosa ,2022,3,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",15,82,18.29
Pseudomonas aeruginosa ,2022,3,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",13,82,15.85
Pseudomonas aeruginosa ,2022,3,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",2,82,2.44
Pseudomonas aeruginosa ,2022,4,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",38,90,42.22
Pseudomonas aeruginosa ,2022,4,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",21,90,23.33
Pseudomonas aeruginosa ,2022,4,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",11,90,12.22
Pseudomonas aeruginosa ,2022,4,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,90,3.33
Pseudomonas aeruginosa ,2022,4,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",2,90,2.22
Pseudomonas aeruginosa ,2022,5,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",51,98,52.04
Pseudomonas aeruginosa ,2022,5,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",18,98,18.37
Pseudomonas aeruginosa ,2022,5,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",10,98,10.2
Pseudomonas aeruginosa ,2022,5,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",4,98,4.08
Pseudomonas aeruginosa ,2022,5,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",2,98,2.04
Pseudomonas aeruginosa ,2022,6,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",45,86,52.33
Pseudomonas aeruginosa ,2022,6,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",9,86,10.47
Pseudomonas aeruginosa ,2022,6,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",9,86,10.47
Pseudomonas aeruginosa ,2022,6,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",4,86,4.65
Pseudomonas aeruginosa ,2022,6,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",3,86,3.49
Pseudomonas aeruginosa ,2022,7,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",48,67,71.64
Pseudomonas aeruginosa ,2022,7,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",5,67,7.46
Pseudomonas aeruginosa ,2022,7,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",3,67,4.48
Pseudomonas aeruginosa ,2022,7,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,67,4.48
Pseudomonas aeruginosa ,2022,7,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",2,67,2.99
Pseudomonas aeruginosa ,2022,8,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",47,77,61.04
Pseudomonas aeruginosa ,2022,8,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",12,77,15.58
Pseudomonas aeruginosa ,2022,8,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",6,77,7.79
Pseudomonas aeruginosa ,2022,8,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,77,3.9
Pseudomonas aeruginosa ,2022,8,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",2,77,2.6
Pseudomonas aeruginosa ,2022,9,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",41,73,56.16
Pseudomonas aeruginosa ,2022,9,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",8,73,10.96
Pseudomonas aeruginosa ,2022,9,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",6,73,8.22
Pseudomonas aeruginosa ,2022,9,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",4,73,5.48
Pseudomonas aeruginosa ,2022,9,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",1,73,1.37
Pseudomonas aeruginosa ,2022,10,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",39,65,60.0
Pseudomonas aeruginosa ,2022,10,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",11,65,16.92
Pseudomonas aeruginosa ,2022,10,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",5,65,7.69
Pseudomonas aeruginosa ,2022,10,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",2,65,3.08
Pseudomonas aeruginosa ,2022,10,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",2,65,3.08
Pseudomonas aeruginosa ,2022,11,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",22,50,44.0
Pseudomonas aeruginosa ,2022,11,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",6,50,12.0
Pseudomonas aeruginosa ,2022,11,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",6,50,12.0
Pseudomonas aeruginosa ,2022,11,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",2,50,4.0
Pseudomonas aeruginosa ,2022,11,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",1,50,2.0
Pseudomonas aeruginosa ,2022,12,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",32,64,50.0
Pseudomonas aeruginosa ,2022,12,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",10,64,15.62
Pseudomonas aeruginosa ,2022,12,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",8,64,12.5
Pseudomonas aeruginosa ,2022,12,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",2,64,3.12
Pseudomonas aeruginosa ,2022,12,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,64,1.56
Pseudomonas aeruginosa ,2023,1,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",94,176,53.41
Pseudomonas aeruginosa ,2023,1,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",30,176,17.05
Pseudomonas aeruginosa ,2023,1,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",14,176,7.95
Pseudomonas aeruginosa ,2023,1,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",9,176,5.11
Pseudomonas aeruginosa ,2023,1,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",5,176,2.84
Pseudomonas aeruginosa ,2023,2,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",53,117,45.3
Pseudomonas aeruginosa ,2023,2,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",15,117,12.82
Pseudomonas aeruginosa ,2023,2,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",13,117,11.11
Pseudomonas aeruginosa ,2023,2,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",8,117,6.84
Pseudomonas aeruginosa ,2023,2,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",7,117,5.98
Pseudomonas aeruginosa ,2023,3,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",61,122,50.0
Pseudomonas aeruginosa ,2023,3,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",21,122,17.21
Pseudomonas aeruginosa ,2023,3,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",15,122,12.3
Pseudomonas aeruginosa ,2023,3,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",4,122,3.28
Pseudomonas aeruginosa ,2023,3,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",1,122,0.82
Pseudomonas aeruginosa ,2023,4,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",59,118,50.0
Pseudomonas aeruginosa ,2023,4,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",25,118,21.19
Pseudomonas aeruginosa ,2023,4,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",11,118,9.32
Pseudomonas aeruginosa ,2023,4,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",4,118,3.39
Pseudomonas aeruginosa ,2023,4,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,118,0.85
Pseudomonas aeruginosa ,2023,5,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",55,108,50.93
Pseudomonas aeruginosa ,2023,5,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",20,108,18.52
Pseudomonas aeruginosa ,2023,5,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",12,108,11.11
Pseudomonas aeruginosa ,2023,5,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",6,108,5.56
Pseudomonas aeruginosa ,2023,5,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",6,108,5.56
Pseudomonas aeruginosa ,2023,6,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",45,95,47.37
Pseudomonas aeruginosa ,2023,6,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",19,95,20.0
Pseudomonas aeruginosa ,2023,6,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",10,95,10.53
Pseudomonas aeruginosa ,2023,6,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",7,95,7.37
Pseudomonas aeruginosa ,2023,6,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",4,95,4.21
Pseudomonas aeruginosa ,2023,7,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",39,82,47.56
Pseudomonas aeruginosa ,2023,7,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",15,82,18.29
Pseudomonas aeruginosa ,2023,7,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",12,82,14.63
Pseudomonas aeruginosa ,2023,7,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",4,82,4.88
Pseudomonas aeruginosa ,2023,7,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",2,82,2.44
Pseudomonas aeruginosa ,2023,8,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",22,61,36.07
Pseudomonas aeruginosa ,2023,8,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",17,61,27.87
Pseudomonas aeruginosa ,2023,8,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",8,61,13.11
Pseudomonas aeruginosa ,2023,8,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",3,61,4.92
Pseudomonas aeruginosa ,2023,8,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,61,4.92
Pseudomonas aeruginosa ,2023,9,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",51,91,56.04
Pseudomonas aeruginosa ,2023,9,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",16,91,17.58
Pseudomonas aeruginosa ,2023,9,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",6,91,6.59
Pseudomonas aeruginosa ,2023,9,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",2,91,2.2
Pseudomonas aeruginosa ,2023,10,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",35,84,41.67
Pseudomonas aeruginosa ,2023,10,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",22,84,26.19
Pseudomonas aeruginosa ,2023,10,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",3,84,3.57
Pseudomonas aeruginosa ,2023,10,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",2,84,2.38
Pseudomonas aeruginosa ,2023,10,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,84,1.19
Pseudomonas aeruginosa ,2023,11,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",37,82,45.12
Pseudomonas aeruginosa ,2023,11,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",14,82,17.07
Pseudomonas aeruginosa ,2023,11,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",6,82,7.32
Pseudomonas aeruginosa ,2023,11,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",6,82,7.32
Pseudomonas aeruginosa ,2023,11,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,82,1.22
Pseudomonas aeruginosa ,2023,12,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",36,78,46.15
Pseudomonas aeruginosa ,2023,12,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",16,78,20.51
Pseudomonas aeruginosa ,2023,12,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",10,78,12.82
Pseudomonas aeruginosa ,2023,12,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",2,78,2.56
Pseudomonas aeruginosa ,2024,1,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",128,285,44.91
Pseudomonas aeruginosa ,2024,1,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",43,285,15.09
Pseudomonas aeruginosa ,2024,1,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",31,285,10.88
Pseudomonas aeruginosa ,2024,1,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",14,285,4.91
Pseudomonas aeruginosa ,2024,1,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",6,285,2.11
Pseudomonas aeruginosa ,2024,2,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",110,220,50.0
Pseudomonas aeruginosa ,2024,2,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",37,220,16.82
Pseudomonas aeruginosa ,2024,2,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",13,220,5.91
Pseudomonas aeruginosa ,2024,2,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",9,220,4.09
Pseudomonas aeruginosa ,2024,2,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",7,220,3.18
