organism_full,year_val,month_val,count_R,count_S,total_count,percent_R
Haemophilus influenzae,2018,8,9,150,159,5.66
Haemophilus influenzae,2018,9,16,145,161,9.94
Haemophilus influenzae,2018,10,13,133,146,8.9
Haemophilus influenzae,2018,11,11,123,134,8.21
Haemophilus influenzae,2018,12,6,115,121,4.96
Haemophilus influenzae,2019,1,18,164,182,9.89
Haemophilus influenzae,2019,2,12,167,179,6.7
Haemophilus influenzae,2019,3,17,184,201,8.46
Haemophilus influenzae,2019,4,10,148,158,6.33
Haemophilus influenzae,2019,5,10,114,124,8.06
Haemophilus influenzae,2019,6,6,105,111,5.41
Haemophilus influenzae,2019,7,4,108,112,3.57
Haemophilus influenzae,2019,8,6,106,112,5.36
Haemophilus influenzae,2019,9,9,132,141,6.38
Haemophilus influenzae,2019,10,7,132,139,5.04
Haemophilus influenzae,2019,11,8,128,136,5.88
Haemophilus influenzae,2019,12,10,147,157,6.37
Haemophilus influenzae,2020,1,10,214,224,4.46
Haemophilus influenzae,2020,2,4,149,153,2.61
Haemophilus influenzae,2020,3,1,87,88,1.14
Haemophilus influenzae,2020,4,3,52,55,5.45
Haemophilus influenzae,2020,5,3,23,26,11.54
Haemophilus influenzae,2020,6,1,34,35,2.86
Haemophilus influenzae,2020,7,1,36,37,2.7
Haemophilus influenzae,2020,8,4,38,42,9.52
Haemophilus influenzae,2020,9,3,43,46,6.52
Haemophilus influenzae,2020,10,2,29,31,6.45
Haemophilus influenzae,2020,11,3,56,59,5.08
Haemophilus influenzae,2020,12,1,37,38,2.63
Haemophilus influenzae,2021,1,1,47,48,2.08
Haemophilus influenzae,2021,2,0,45,45,0.0
Haemophilus influenzae,2021,3,1,45,46,2.17
Haemophilus influenzae,2021,4,1,37,38,2.63
Haemophilus influenzae,2021,5,0,22,22,0.0
Haemophilus influenzae,2021,6,0,9,9,0.0
Haemophilus influenzae,2021,7,3,14,17,17.65
Haemophilus influenzae,2021,8,2,4,6,33.33
Haemophilus influenzae,2021,9,0,7,7,0.0
Haemophilus influenzae,2021,10,0,8,8,0.0
Haemophilus influenzae,2021,11,1,10,11,9.09
Haemophilus influenzae,2021,12,0,9,9,0.0
Haemophilus influenzae,2022,1,1,13,14,7.14
Haemophilus influenzae,2022,2,1,7,8,12.5
Haemophilus influenzae,2022,3,0,12,12,0.0
Haemophilus influenzae,2022,4,1,9,10,10.0
Haemophilus influenzae,2022,5,5,9,14,35.71
Haemophilus influenzae,2022,6,1,16,17,5.88
Haemophilus influenzae,2022,7,1,13,14,7.14
Haemophilus influenzae,2022,8,0,13,13,0.0
Haemophilus influenzae,2022,9,1,21,22,4.55
Haemophilus influenzae,2022,10,0,37,37,0.0
Haemophilus influenzae,2022,11,4,36,40,10.0
Haemophilus influenzae,2022,12,1,39,40,2.5
Haemophilus influenzae,2023,1,2,100,102,1.96
Haemophilus influenzae,2023,2,4,115,119,3.36
Haemophilus influenzae,2023,3,5,122,127,3.94
Haemophilus influenzae,2023,4,4,86,90,4.44
Haemophilus influenzae,2023,5,2,72,74,2.7
Haemophilus influenzae,2023,6,1,60,61,1.64
Haemophilus influenzae,2023,7,2,42,44,4.55
Haemophilus influenzae,2023,8,1,49,50,2.0
Haemophilus influenzae,2023,9,2,73,75,2.67
Haemophilus influenzae,2023,10,1,74,75,1.33
Haemophilus influenzae,2023,11,4,72,76,5.26
Haemophilus influenzae,2023,12,3,106,109,2.75
Haemophilus influenzae,2024,1,2,137,139,1.44
Haemophilus influenzae,2024,2,8,139,147,5.44
Haemophilus influenzae,2024,3,2,136,138,1.45
Haemophilus influenzae,2024,4,4,111,115,3.48
Haemophilus influenzae,2024,5,4,85,89,4.49
Haemophilus influenzae,2024,6,2,51,53,3.77
Haemophilus influenzae,2024,7,2,59,61,3.28
Haemophilus influenzae,2024,8,1,80,81,1.23
Haemophilus influenzae,2024,9,5,85,90,5.56
Haemophilus influenzae,2024,10,4,100,104,3.85
Haemophilus influenzae,2024,11,2,65,67,2.99
Haemophilus influenzae,2024,12,6,58,64,9.38
Klebsiella pneumoniae,2015,1,668,881,1549,43.12
Klebsiella pneumoniae,2015,2,554,780,1334,41.53
Klebsiella pneumoniae,2015,3,553,762,1315,42.05
Klebsiella pneumoniae,2015,4,564,800,1364,41.35
Klebsiella pneumoniae,2015,5,616,873,1489,41.37
Klebsiella pneumoniae,2015,6,589,773,1362,43.25
Klebsiella pneumoniae,2015,7,686,1026,1712,40.07
Klebsiella pneumoniae,2015,8,668,965,1633,40.91
Klebsiella pneumoniae,2015,9,722,843,1565,46.13
Klebsiella pneumoniae,2015,10,679,858,1537,44.18
Klebsiella pneumoniae,2015,11,608,726,1334,45.58
Klebsiella pneumoniae,2015,12,716,811,1527,46.89
Klebsiella pneumoniae,2016,1,1170,1377,2547,45.94
Klebsiella pneumoniae,2016,2,983,1292,2275,43.21
Klebsiella pneumoniae,2016,3,1091,1384,2475,44.08
Klebsiella pneumoniae,2016,4,994,1379,2373,41.89
Klebsiella pneumoniae,2016,5,991,1337,2328,42.57
Klebsiella pneumoniae,2016,6,1028,1364,2392,42.98
Klebsiella pneumoniae,2016,7,1065,1421,2486,42.84
Klebsiella pneumoniae,2016,8,1036,1465,2501,41.42
Klebsiella pneumoniae,2016,9,1054,1514,2568,41.04
Klebsiella pneumoniae,2016,10,1209,1558,2767,43.69
Klebsiella pneumoniae,2016,11,1159,1450,2609,44.42
Klebsiella pneumoniae,2016,12,1153,1479,2632,43.81
Klebsiella pneumoniae,2017,1,2159,2340,4499,47.99
Klebsiella pneumoniae,2017,2,1802,2068,3870,46.56
Klebsiella pneumoniae,2017,3,1952,2230,4182,46.68
Klebsiella pneumoniae,2017,4,1819,2154,3973,45.78
Klebsiella pneumoniae,2017,5,1865,2094,3959,47.11
Klebsiella pneumoniae,2017,6,2021,2266,4287,47.14
Klebsiella pneumoniae,2017,7,2138,2497,4635,46.13
Klebsiella pneumoniae,2017,8,2186,2381,4567,47.87
Klebsiella pneumoniae,2017,9,1975,2284,4259,46.37
Klebsiella pneumoniae,2017,10,2101,2329,4430,47.43
Klebsiella pneumoniae,2017,11,1800,2156,3956,45.5
Klebsiella pneumoniae,2017,12,1842,2258,4100,44.93
Klebsiella pneumoniae,2018,1,2220,2360,4580,48.47
Klebsiella pneumoniae,2018,2,1832,1908,3740,48.98
Klebsiella pneumoniae,2018,3,2013,2164,4177,48.19
Klebsiella pneumoniae,2018,4,1791,2062,3853,46.48
Klebsiella pneumoniae,2018,5,1890,2139,4029,46.91
Klebsiella pneumoniae,2018,6,1857,2087,3944,47.08
Klebsiella pneumoniae,2018,7,1996,2142,4138,48.24
Klebsiella pneumoniae,2018,8,2057,2277,4334,47.46
Klebsiella pneumoniae,2018,9,2040,2197,4237,48.15
Klebsiella pneumoniae,2018,10,2098,2135,4233,49.56
Klebsiella pneumoniae,2018,11,1841,2241,4082,45.1
Klebsiella pneumoniae,2018,12,1746,2145,3891,44.87
Klebsiella pneumoniae,2019,1,2784,2990,5774,48.22
Klebsiella pneumoniae,2019,2,2232,2431,4663,47.87
Klebsiella pneumoniae,2019,3,2347,2748,5095,46.06
Klebsiella pneumoniae,2019,4,2224,2689,4913,45.27
Klebsiella pneumoniae,2019,5,2240,2612,4852,46.17
Klebsiella pneumoniae,2019,6,2080,2281,4361,47.7
Klebsiella pneumoniae,2019,7,2134,2336,4470,47.74
Klebsiella pneumoniae,2019,8,2197,2398,4595,47.81
Klebsiella pneumoniae,2019,9,2131,2438,4569,46.64
Klebsiella pneumoniae,2019,10,2181,2348,4529,48.16
Klebsiella pneumoniae,2019,11,1838,2003,3841,47.85
Klebsiella pneumoniae,2019,12,1742,1936,3678,47.36
Klebsiella pneumoniae,2020,1,2750,2728,5478,50.2
Klebsiella pneumoniae,2020,2,1958,2125,4083,47.95
Klebsiella pneumoniae,2020,3,1973,2039,4012,49.18
Klebsiella pneumoniae,2020,4,1576,1858,3434,45.89
Klebsiella pneumoniae,2020,5,1812,2086,3898,46.49
Klebsiella pneumoniae,2020,6,1836,2153,3989,46.03
Klebsiella pneumoniae,2020,7,2081,2085,4166,49.95
Klebsiella pneumoniae,2020,8,2271,2274,4545,49.97
Klebsiella pneumoniae,2020,9,2023,2116,4139,48.88
Klebsiella pneumoniae,2020,10,2316,2275,4591,50.45
Klebsiella pneumoniae,2020,11,2119,2197,4316,49.1
Klebsiella pneumoniae,2020,12,1983,2066,4049,48.98
Klebsiella pneumoniae,2021,1,2579,2371,4950,52.1
Klebsiella pneumoniae,2021,2,2099,2129,4228,49.65
Klebsiella pneumoniae,2021,3,2381,2405,4786,49.75
Klebsiella pneumoniae,2021,4,2117,2224,4341,48.77
Klebsiella pneumoniae,2021,5,2209,2087,4296,51.42
Klebsiella pneumoniae,2021,6,2194,2234,4428,49.55
Klebsiella pneumoniae,2021,7,1921,2109,4030,47.67
Klebsiella pneumoniae,2021,8,1940,2118,4058,47.81
Klebsiella pneumoniae,2021,9,1886,2023,3909,48.25
Klebsiella pneumoniae,2021,10,1942,2067,4009,48.44
Klebsiella pneumoniae,2021,11,1870,1938,3808,49.11
Klebsiella pneumoniae,2021,12,1689,1996,3685,45.83
Klebsiella pneumoniae,2022,1,2152,1881,4033,53.36
Klebsiella pneumoniae,2022,2,1694,1672,3366,50.33
Klebsiella pneumoniae,2022,3,1888,1904,3792,49.79
Klebsiella pneumoniae,2022,4,1880,1809,3689,50.96
Klebsiella pneumoniae,2022,5,1860,1770,3630,51.24
Klebsiella pneumoniae,2022,6,1833,1818,3651,50.21
Klebsiella pneumoniae,2022,7,1337,1456,2793,47.87
Klebsiella pneumoniae,2022,8,1376,1371,2747,50.09
Klebsiella pneumoniae,2022,9,1436,1337,2773,51.79
Klebsiella pneumoniae,2022,10,1391,1377,2768,50.25
Klebsiella pneumoniae,2022,11,1315,1151,2466,53.33
Klebsiella pneumoniae,2022,12,1242,1276,2518,49.32
Klebsiella pneumoniae,2023,1,2642,2136,4778,55.3
Klebsiella pneumoniae,2023,2,2155,1864,4019,53.62
Klebsiella pneumoniae,2023,3,2180,2032,4212,51.76
Klebsiella pneumoniae,2023,4,2031,2020,4051,50.14
Klebsiella pneumoniae,2023,5,2082,2258,4340,47.97
Klebsiella pneumoniae,2023,6,2103,2033,4136,50.85
Klebsiella pneumoniae,2023,7,2030,1871,3901,52.04
Klebsiella pneumoniae,2023,8,2048,1944,3992,51.3
Klebsiella pneumoniae,2023,9,2092,1787,3879,53.93
Klebsiella pneumoniae,2023,10,2113,1938,4051,52.16
Klebsiella pneumoniae,2023,11,1843,1784,3627,50.81
Klebsiella pneumoniae,2023,12,1776,1799,3575,49.68
Klebsiella pneumoniae,2024,1,2461,2014,4475,54.99
Klebsiella pneumoniae,2024,2,2031,1928,3959,51.3
Klebsiella pneumoniae,2024,3,2017,1968,3985,50.61
Klebsiella pneumoniae,2024,4,1919,2105,4024,47.69
Klebsiella pneumoniae,2024,5,1806,2074,3880,46.55
Klebsiella pneumoniae,2024,6,1774,1816,3590,49.42
Klebsiella pneumoniae,2024,7,1882,1795,3677,51.18
Klebsiella pneumoniae,2024,8,2054,1858,3912,52.51
Klebsiella pneumoniae,2024,9,1823,1745,3568,51.09
Klebsiella pneumoniae,2024,10,1956,1755,3711,52.71
Klebsiella pneumoniae,2024,11,1687,1532,3219,52.41
Klebsiella pneumoniae,2024,12,1670,1523,3193,52.3
Pseudomonas aeruginosa,2015,1,259,523,782,33.12
Pseudomonas aeruginosa,2015,2,173,448,621,27.86
Pseudomonas aeruginosa,2015,3,177,374,551,32.12
Pseudomonas aeruginosa,2015,4,188,367,555,33.87
Pseudomonas aeruginosa,2015,5,222,402,624,35.58
Pseudomonas aeruginosa,2015,6,297,354,651,45.62
Pseudomonas aeruginosa,2015,7,345,523,868,39.75
Pseudomonas aeruginosa,2015,8,308,471,779,39.54
Pseudomonas aeruginosa,2015,9,334,463,797,41.91
Pseudomonas aeruginosa,2015,10,304,416,720,42.22
Pseudomonas aeruginosa,2015,11,279,343,622,44.86
Pseudomonas aeruginosa,2015,12,314,443,757,41.48
Pseudomonas aeruginosa,2016,1,507,824,1331,38.09
Pseudomonas aeruginosa,2016,2,424,633,1057,40.11
Pseudomonas aeruginosa,2016,3,393,684,1077,36.49
Pseudomonas aeruginosa,2016,4,344,663,1007,34.16
Pseudomonas aeruginosa,2016,5,306,618,924,33.12
Pseudomonas aeruginosa,2016,6,349,691,1040,33.56
Pseudomonas aeruginosa,2016,7,414,823,1237,33.47
Pseudomonas aeruginosa,2016,8,405,778,1183,34.23
Pseudomonas aeruginosa,2016,9,400,809,1209,33.09
Pseudomonas aeruginosa,2016,10,438,830,1268,34.54
Pseudomonas aeruginosa,2016,11,340,806,1146,29.67
Pseudomonas aeruginosa,2016,12,339,754,1093,31.02
Pseudomonas aeruginosa,2017,1,785,1348,2133,36.8
Pseudomonas aeruginosa,2017,2,574,993,1567,36.63
Pseudomonas aeruginosa,2017,3,647,1003,1650,39.21
Pseudomonas aeruginosa,2017,4,550,974,1524,36.09
Pseudomonas aeruginosa,2017,5,562,967,1529,36.76
Pseudomonas aeruginosa,2017,6,639,1038,1677,38.1
Pseudomonas aeruginosa,2017,7,714,1152,1866,38.26
Pseudomonas aeruginosa,2017,8,705,1147,1852,38.07
Pseudomonas aeruginosa,2017,9,672,1000,1672,40.19
Pseudomonas aeruginosa,2017,10,727,1142,1869,38.9
Pseudomonas aeruginosa,2017,11,599,1030,1629,36.77
Pseudomonas aeruginosa,2017,12,584,1067,1651,35.37
Pseudomonas aeruginosa,2018,1,842,1289,2131,39.51
Pseudomonas aeruginosa,2018,2,495,962,1457,33.97
Pseudomonas aeruginosa,2018,3,547,985,1532,35.7
Pseudomonas aeruginosa,2018,4,546,1036,1582,34.51
Pseudomonas aeruginosa,2018,5,619,1048,1667,37.13
Pseudomonas aeruginosa,2018,6,599,1002,1601,37.41
Pseudomonas aeruginosa,2018,7,719,1024,1743,41.25
Pseudomonas aeruginosa,2018,8,672,1057,1729,38.87
Pseudomonas aeruginosa,2018,9,692,1009,1701,40.68
Pseudomonas aeruginosa,2018,10,651,982,1633,39.87
Pseudomonas aeruginosa,2018,11,558,918,1476,37.8
Pseudomonas aeruginosa,2018,12,612,892,1504,40.69
Pseudomonas aeruginosa,2019,1,907,1187,2094,43.31
Pseudomonas aeruginosa,2019,2,677,965,1642,41.23
Pseudomonas aeruginosa,2019,3,653,943,1596,40.91
Pseudomonas aeruginosa,2019,4,642,946,1588,40.43
Pseudomonas aeruginosa,2019,5,681,883,1564,43.54
Pseudomonas aeruginosa,2019,6,687,993,1680,40.89
Pseudomonas aeruginosa,2019,7,688,1056,1744,39.45
Pseudomonas aeruginosa,2019,8,660,980,1640,40.24
Pseudomonas aeruginosa,2019,9,721,922,1643,43.88
Pseudomonas aeruginosa,2019,10,657,763,1420,46.27
Pseudomonas aeruginosa,2019,11,596,741,1337,44.58
Pseudomonas aeruginosa,2019,12,534,773,1307,40.86
Pseudomonas aeruginosa,2020,1,1182,775,1957,60.4
Pseudomonas aeruginosa,2020,2,1068,505,1573,67.9
Pseudomonas aeruginosa,2020,3,891,478,1369,65.08
Pseudomonas aeruginosa,2020,4,657,470,1127,58.3
Pseudomonas aeruginosa,2020,5,782,614,1396,56.02
Pseudomonas aeruginosa,2020,6,822,593,1415,58.09
Pseudomonas aeruginosa,2020,7,1021,612,1633,62.52
Pseudomonas aeruginosa,2020,8,1091,682,1773,61.53
Pseudomonas aeruginosa,2020,9,1058,691,1749,60.49
Pseudomonas aeruginosa,2020,10,1229,687,1916,64.14
Pseudomonas aeruginosa,2020,11,1061,614,1675,63.34
Pseudomonas aeruginosa,2020,12,950,601,1551,61.25
Pseudomonas aeruginosa,2021,1,1262,653,1915,65.9
Pseudomonas aeruginosa,2021,2,1089,584,1673,65.09
Pseudomonas aeruginosa,2021,3,1159,620,1779,65.15
Pseudomonas aeruginosa,2021,4,1118,513,1631,68.55
Pseudomonas aeruginosa,2021,5,1117,510,1627,68.65
Pseudomonas aeruginosa,2021,6,1221,457,1678,72.77
Pseudomonas aeruginosa,2021,7,1087,458,1545,70.36
Pseudomonas aeruginosa,2021,8,1165,449,1614,72.18
Pseudomonas aeruginosa,2021,9,1150,429,1579,72.83
Pseudomonas aeruginosa,2021,10,1180,446,1626,72.57
Pseudomonas aeruginosa,2021,11,1199,371,1570,76.37
Pseudomonas aeruginosa,2021,12,1114,361,1475,75.53
Pseudomonas aeruginosa,2022,1,1013,577,1590,63.71
Pseudomonas aeruginosa,2022,2,861,392,1253,68.72
Pseudomonas aeruginosa,2022,3,914,492,1406,65.01
Pseudomonas aeruginosa,2022,4,939,467,1406,66.79
Pseudomonas aeruginosa,2022,5,1049,512,1561,67.2
Pseudomonas aeruginosa,2022,6,1037,507,1544,67.16
Pseudomonas aeruginosa,2022,7,615,461,1076,57.16
Pseudomonas aeruginosa,2022,8,666,512,1178,56.54
Pseudomonas aeruginosa,2022,9,590,488,1078,54.73
Pseudomonas aeruginosa,2022,10,537,457,994,54.02
Pseudomonas aeruginosa,2022,11,489,340,829,58.99
Pseudomonas aeruginosa,2022,12,491,330,821,59.81
Pseudomonas aeruginosa,2023,1,1370,651,2021,67.79
Pseudomonas aeruginosa,2023,2,992,464,1456,68.13
Pseudomonas aeruginosa,2023,3,1023,474,1497,68.34
Pseudomonas aeruginosa,2023,4,913,457,1370,66.64
Pseudomonas aeruginosa,2023,5,1093,526,1619,67.51
Pseudomonas aeruginosa,2023,6,1140,550,1690,67.46
Pseudomonas aeruginosa,2023,7,1043,516,1559,66.9
Pseudomonas aeruginosa,2023,8,1109,463,1572,70.55
Pseudomonas aeruginosa,2023,9,1118,473,1591,70.27
Pseudomonas aeruginosa,2023,10,1160,518,1678,69.13
Pseudomonas aeruginosa,2023,11,1090,459,1549,70.37
Pseudomonas aeruginosa,2023,12,915,372,1287,71.1
Pseudomonas aeruginosa,2024,1,1232,469,1701,72.43
Pseudomonas aeruginosa,2024,2,1032,325,1357,76.05
Pseudomonas aeruginosa,2024,3,946,312,1258,75.2
Pseudomonas aeruginosa,2024,4,922,356,1278,72.14
Pseudomonas aeruginosa,2024,5,991,361,1352,73.3
Pseudomonas aeruginosa,2024,6,1052,315,1367,76.96
Pseudomonas aeruginosa,2024,7,1119,395,1514,73.91
Pseudomonas aeruginosa,2024,8,1235,315,1550,79.68
Pseudomonas aeruginosa,2024,9,1151,346,1497,76.89
Pseudomonas aeruginosa,2024,10,1288,385,1673,76.99
Pseudomonas aeruginosa,2024,11,992,346,1338,74.14
Pseudomonas aeruginosa,2024,12,930,278,1208,76.99
Salmonella spp.,2015,1,39,101,140,27.86
Salmonella spp.,2015,2,19,84,103,18.45
Salmonella spp.,2015,3,38,129,167,22.75
Salmonella spp.,2015,4,28,95,123,22.76
Salmonella spp.,2015,5,34,123,157,21.66
Salmonella spp.,2015,6,16,94,110,14.55
Salmonella spp.,2015,7,31,127,158,19.62
Salmonella spp.,2015,8,27,109,136,19.85
Salmonella spp.,2015,9,28,107,135,20.74
Salmonella spp.,2015,10,20,74,94,21.28
Salmonella spp.,2015,11,13,58,71,18.31
Salmonella spp.,2015,12,26,96,122,21.31
Salmonella spp.,2016,1,44,204,248,17.74
Salmonella spp.,2016,2,28,144,172,16.28
Salmonella spp.,2016,3,50,203,253,19.76
Salmonella spp.,2016,4,41,187,228,17.98
Salmonella spp.,2016,5,70,236,306,22.88
Salmonella spp.,2016,6,50,237,287,17.42
Salmonella spp.,2016,7,48,229,277,17.33
Salmonella spp.,2016,8,56,172,228,24.56
Salmonella spp.,2016,9,61,161,222,27.48
Salmonella spp.,2016,10,35,162,197,17.77
Salmonella spp.,2016,11,24,148,172,13.95
Salmonella spp.,2016,12,27,171,198,13.64
Salmonella spp.,2017,1,51,288,339,15.04
Salmonella spp.,2017,2,53,254,307,17.26
Salmonella spp.,2017,3,54,313,367,14.71
Salmonella spp.,2017,4,61,313,374,16.31
Salmonella spp.,2017,5,63,293,356,17.7
Salmonella spp.,2017,6,61,358,419,14.56
Salmonella spp.,2017,7,49,309,358,13.69
Salmonella spp.,2017,8,39,309,348,11.21
Salmonella spp.,2017,9,31,307,338,9.17
Salmonella spp.,2017,10,43,297,340,12.65
Salmonella spp.,2017,11,41,245,286,14.34
Salmonella spp.,2017,12,44,234,278,15.83
Salmonella spp.,2018,1,34,325,359,9.47
Salmonella spp.,2018,2,46,259,305,15.08
Salmonella spp.,2018,3,43,309,352,12.22
Salmonella spp.,2018,4,24,265,289,8.3
Salmonella spp.,2018,5,38,315,353,10.76
Salmonella spp.,2018,6,41,256,297,13.8
Salmonella spp.,2018,7,35,265,300,11.67
Salmonella spp.,2018,8,42,272,314,13.38
Salmonella spp.,2018,9,38,231,269,14.13
Salmonella spp.,2018,10,37,268,305,12.13
Salmonella spp.,2018,11,33,214,247,13.36
Salmonella spp.,2018,12,31,219,250,12.4
Salmonella spp.,2019,1,37,235,272,13.6
Salmonella spp.,2019,2,26,284,310,8.39
Salmonella spp.,2019,3,48,283,331,14.5
Salmonella spp.,2019,4,63,349,412,15.29
Salmonella spp.,2019,5,60,335,395,15.19
Salmonella spp.,2019,6,42,311,353,11.9
Salmonella spp.,2019,7,37,255,292,12.67
Salmonella spp.,2019,8,34,251,285,11.93
Salmonella spp.,2019,9,28,253,281,9.96
Salmonella spp.,2019,10,33,289,322,10.25
Salmonella spp.,2019,11,14,213,227,6.17
Salmonella spp.,2019,12,24,174,198,12.12
Salmonella spp.,2020,1,37,234,271,13.65
Salmonella spp.,2020,2,28,181,209,13.4
Salmonella spp.,2020,3,15,185,200,7.5
Salmonella spp.,2020,4,18,135,153,11.76
Salmonella spp.,2020,5,22,183,205,10.73
Salmonella spp.,2020,6,39,201,240,16.25
Salmonella spp.,2020,7,51,212,263,19.39
Salmonella spp.,2020,8,42,205,247,17.0
Salmonella spp.,2020,9,30,196,226,13.27
Salmonella spp.,2020,10,25,222,247,10.12
Salmonella spp.,2020,11,35,187,222,15.77
Salmonella spp.,2020,12,21,160,181,11.6
Salmonella spp.,2021,1,23,137,160,14.37
Salmonella spp.,2021,2,22,138,160,13.75
Salmonella spp.,2021,3,24,199,223,10.76
Salmonella spp.,2021,4,24,189,213,11.27
Salmonella spp.,2021,5,19,161,180,10.56
Salmonella spp.,2021,6,32,189,221,14.48
Salmonella spp.,2021,7,20,129,149,13.42
Salmonella spp.,2021,8,25,136,161,15.53
Salmonella spp.,2021,9,25,137,162,15.43
Salmonella spp.,2021,10,21,198,219,9.59
Salmonella spp.,2021,11,16,152,168,9.52
Salmonella spp.,2021,12,19,116,135,14.07
Salmonella spp.,2022,1,12,109,121,9.92
Salmonella spp.,2022,2,8,123,131,6.11
Salmonella spp.,2022,3,18,144,162,11.11
Salmonella spp.,2022,4,12,137,149,8.05
Salmonella spp.,2022,5,36,133,169,21.3
Salmonella spp.,2022,6,28,146,174,16.09
Salmonella spp.,2022,7,2,78,80,2.5
Salmonella spp.,2022,8,3,69,72,4.17
Salmonella spp.,2022,9,3,88,91,3.3
Salmonella spp.,2022,10,7,88,95,7.37
Salmonella spp.,2022,11,9,97,106,8.49
Salmonella spp.,2022,12,4,72,76,5.26
Salmonella spp.,2023,1,15,150,165,9.09
Salmonella spp.,2023,2,13,173,186,6.99
Salmonella spp.,2023,3,11,182,193,5.7
Salmonella spp.,2023,4,16,209,225,7.11
Salmonella spp.,2023,5,17,215,232,7.33
Salmonella spp.,2023,6,13,214,227,5.73
Salmonella spp.,2023,7,14,156,170,8.24
Salmonella spp.,2023,8,16,202,218,7.34
Salmonella spp.,2023,9,15,154,169,8.88
Salmonella spp.,2023,10,16,151,167,9.58
Salmonella spp.,2023,11,15,117,132,11.36
Salmonella spp.,2023,12,15,128,143,10.49
Salmonella spp.,2024,1,13,116,129,10.08
Salmonella spp.,2024,2,12,143,155,7.74
Salmonella spp.,2024,3,18,177,195,9.23
Salmonella spp.,2024,4,24,170,194,12.37
Salmonella spp.,2024,5,18,240,258,6.98
Salmonella spp.,2024,6,27,153,180,15.0
Salmonella spp.,2024,7,26,181,207,12.56
Salmonella spp.,2024,8,17,143,160,10.62
Salmonella spp.,2024,9,20,138,158,12.66
Salmonella spp.,2024,10,20,148,168,11.9
Salmonella spp.,2024,11,17,138,155,10.97
Salmonella spp.,2024,12,11,85,96,11.46
Staphylococcus aureus,2015,1,203,481,684,29.68
Staphylococcus aureus,2015,2,156,375,531,29.38
Staphylococcus aureus,2015,3,176,369,545,32.29
Staphylococcus aureus,2015,4,168,393,561,29.95
Staphylococcus aureus,2015,5,174,480,654,26.61
Staphylococcus aureus,2015,6,159,377,536,29.66
Staphylococcus aureus,2015,7,168,472,640,26.25
Staphylococcus aureus,2015,8,148,511,659,22.46
Staphylococcus aureus,2015,9,149,478,627,23.76
Staphylococcus aureus,2015,10,162,428,590,27.46
Staphylococcus aureus,2015,11,154,367,521,29.56
Staphylococcus aureus,2015,12,177,435,612,28.92
Staphylococcus aureus,2016,1,298,633,931,32.01
Staphylococcus aureus,2016,2,276,608,884,31.22
Staphylococcus aureus,2016,3,302,723,1025,29.46
Staphylococcus aureus,2016,4,265,695,960,27.6
Staphylococcus aureus,2016,5,276,745,1021,27.03
Staphylococcus aureus,2016,6,244,760,1004,24.3
Staphylococcus aureus,2016,7,283,808,1091,25.94
Staphylococcus aureus,2016,8,271,802,1073,25.26
Staphylococcus aureus,2016,9,235,775,1010,23.27
Staphylococcus aureus,2016,10,228,750,978,23.31
Staphylococcus aureus,2016,11,203,800,1003,20.24
Staphylococcus aureus,2016,12,210,808,1018,20.63
Staphylococcus aureus,2017,1,419,1271,1690,24.79
Staphylococcus aureus,2017,2,332,1134,1466,22.65
Staphylococcus aureus,2017,3,340,1207,1547,21.98
Staphylococcus aureus,2017,4,319,1138,1457,21.89
Staphylococcus aureus,2017,5,302,1229,1531,19.73
Staphylococcus aureus,2017,6,281,1221,1502,18.71
Staphylococcus aureus,2017,7,307,1289,1596,19.24
Staphylococcus aureus,2017,8,296,1348,1644,18.0
Staphylococcus aureus,2017,9,293,1196,1489,19.68
Staphylococcus aureus,2017,10,287,1113,1400,20.5
Staphylococcus aureus,2017,11,302,1169,1471,20.53
Staphylococcus aureus,2017,12,293,1087,1380,21.23
Staphylococcus aureus,2018,1,324,1223,1547,20.94
Staphylococcus aureus,2018,2,264,993,1257,21.0
Staphylococcus aureus,2018,3,302,1141,1443,20.93
Staphylococcus aureus,2018,4,292,986,1278,22.85
Staphylococcus aureus,2018,5,275,1152,1427,19.27
Staphylococcus aureus,2018,6,269,1240,1509,17.83
Staphylococcus aureus,2018,7,262,1276,1538,17.04
Staphylococcus aureus,2018,8,246,1355,1601,15.37
Staphylococcus aureus,2018,9,281,1188,1469,19.13
Staphylococcus aureus,2018,10,270,1198,1468,18.39
Staphylococcus aureus,2018,11,244,1149,1393,17.52
Staphylococcus aureus,2018,12,217,1055,1272,17.06
Staphylococcus aureus,2019,1,316,1309,1625,19.45
Staphylococcus aureus,2019,2,257,1206,1463,17.57
Staphylococcus aureus,2019,3,305,1241,1546,19.73
Staphylococcus aureus,2019,4,312,1309,1621,19.25
Staphylococcus aureus,2019,5,317,1344,1661,19.08
Staphylococcus aureus,2019,6,237,1148,1385,17.11
Staphylococcus aureus,2019,7,214,1263,1477,14.49
Staphylococcus aureus,2019,8,210,1260,1470,14.29
Staphylococcus aureus,2019,9,241,1102,1343,17.94
Staphylococcus aureus,2019,10,239,1196,1435,16.66
Staphylococcus aureus,2019,11,218,1101,1319,16.53
Staphylococcus aureus,2019,12,241,1056,1297,18.58
Staphylococcus aureus,2020,1,381,1497,1878,20.29
Staphylococcus aureus,2020,2,261,1199,1460,17.88
Staphylococcus aureus,2020,3,240,1186,1426,16.83
Staphylococcus aureus,2020,4,180,950,1130,15.93
